CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,REGION
'101858007,0,1,1,0,1,0,,HARMONY SCHOOL OF ACHIEVEMENT - HO,N,Y,HARRIS,'101,B,HARMONY SCHOOL OF EXCELLENCE,'101858,'KG - 05,E,'04
'101858008,0,0,0,0,1,0,,HARMONY SCHOOL OF ENRICHMENT - HOU,N,Y,HARRIS,'101,B,HARMONY SCHOOL OF EXCELLENCE,'101858,'KG - 05,E,'04
'101859101,1,1,1,1,1,1,,STEP CHARTER EL,N,Y,HARRIS,'101,B,STEP CHARTER SCHOOL,'101859,'KG - 08,E,'04
'101859102,0,1,0,1,0,1,,STEP CHARTER II,N,Y,HARRIS,'101,C,STEP CHARTER SCHOOL,'101859,'KG - 05,E,'04
'101861103,0,0,0,0,0,0,,THE RHODES SCHOOL - SOUTHEAST,N,Y,HARRIS,'101,C,THE RHODES SCHOOL,'101861,'PK - 05,E,'04
'101861104,0,0,0,0,0,0,,THE RHODES SCHOOL - NW,N,Y,HARRIS,'101,C,THE RHODES SCHOOL,'101861,'KG - 05,E,'04
'101861105,0,0,0,0,0,0,0,THE RHODES SCHOOL - HUMBLE,N,Y,HARRIS,'101,D,THE RHODES SCHOOL,'101861,'PK - 08,E,'04
'101862001,1,1,1,1,1,0,,HARMONY SCIENCE ACADEMY-SUGAR LAND,N,Y,HARRIS,'101,A,HARMONY SCHOOL OF SCIENCE - HOUSTO,'101862,'KG - 05,E,'04
'101862002,1,1,1,0,1,1,1,HARMONY SCHOOL OF INNOVATION-SUGAR,N,Y,HARRIS,'101,A,HARMONY SCHOOL OF SCIENCE - HOUSTO,'101862,'09 - 12,S,'04
'101862003,1,1,1,1,1,1,,HARMONY SCIENCE ACADEMY-KATY,N,Y,HARRIS,'101,A,HARMONY SCHOOL OF SCIENCE - HOUSTO,'101862,'KG - 05,E,'04
'101862004,0,0,1,0,0,1,0,HARMONY SCIENCE ACADEMY- BEAUMONT,N,Y,HARRIS,'101,B,HARMONY SCHOOL OF SCIENCE - HOUSTO,'101862,'KG - 12,B,'04
'101862005,1,1,1,1,1,1,1,HARMONY SCHOOL OF INNOVATION - KAT,N,Y,HARRIS,'101,A,HARMONY SCHOOL OF SCIENCE - HOUSTO,'101862,'06 - 12,B,'04
'101862006,1,1,1,1,1,1,1,HARMONY SCHOOL OF EXCELLENCE - SUG,N,Y,HARRIS,'101,A,HARMONY SCHOOL OF SCIENCE - HOUSTO,'101862,'06 - 08,M,'04
'101864041,,,,,,,,THE LAWSON ACADEMY,Y,Y,HARRIS,'101,D,THE LAWSON ACADEMY,'101864,'06 - 08,M,'04
'101868001,,,,,,,,THE PRO-VISION ACADEMY,Y,Y,HARRIS,'101,D,THE PRO-VISION ACADEMY,'101868,'09 - 12,S,'04
'101868002,,,,,,,,PRO-VISION MIDDLE,Y,Y,HARRIS,'101,F,THE PRO-VISION ACADEMY,'101868,'03 - 08,E,'04
'101870001,1,1,1,0,1,0,1,BETA ACADEMY,N,Y,HARRIS,'101,A,BETA ACADEMY,'101870,'KG - 09,B,'04
'101871041,0,0,0,0,0,0,0,A+ UNLIMITED POTENTIAL - MUSEUM DI,N,Y,HARRIS,'101,C,A+ UNLIMITED POTENTIAL,'101871,'06 - 08,M,'04
'101871102,0,1,1,1,1,0,0,A+ UNLIMITED POTENTIAL - UNIVERSIT,N,Y,HARRIS,'101,C,A+ UNLIMITED POTENTIAL,'101871,'06 - 08,M,'04
'101872001,0,0,0,1,1,0,,ETOILE ACADEMY CHARTER SCHOOL,N,Y,HARRIS,'101,B,ETOILE ACADEMY CHARTER SCHOOL,'101872,'05 - 05,E,'04
'101873001,0,0,0,0,0,0,0,YELLOWSTONE COLLEGE PREPARATORY,N,Y,HARRIS,'101,F,YELLOWSTONE COLLEGE PREPARATORY,'101873,'05 - 08,M,'04
'101874001,0,0,0,0,0,0,0,LEGACY SCHOOL OF SPORT SCIENCES,N,Y,HARRIS,'101,F,LEGACY SCHOOL OF SPORT SCIENCES,'101874,'06 - 11,B,'04
'101902001,0,0,0,0,0,0,0,ALDINE H S,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'09 - 12,S,'04
'101902002,0,0,0,0,1,1,0,CARVER H S FOR APPLIED TECH/ENGINE,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'09 - 12,S,'04
'101902003,0,1,0,0,0,0,0,MACARTHUR H S,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'09 - 12,S,'04
'101902004,0,0,0,0,0,0,0,EISENHOWER H S,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'09 - 12,S,'04
'101902005,0,0,1,0,0,0,0,NIMITZ H S,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'09 - 12,S,'04
'101902008,1,1,1,0,1,0,0,VICTORY EARLY COLLEGE H S,N,N,HARRIS,'101,A,ALDINE ISD,'101902,'09 - 12,S,'04
'101902012,0,0,0,0,0,0,0,DAVIS H S ALDINE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'09 - 12,S,'04
'101902013,,,,,,,,HALL CENTER FOR EDUCATION,Y,N,HARRIS,'101,D,ALDINE ISD,'101902,'09 - 12,S,'04
'101902014,1,1,1,1,1,1,0,BLANSON CTE H S,N,N,HARRIS,'101,A,ALDINE ISD,'101902,'09 - 11,S,'04
'101902041,0,0,0,0,0,0,0,ALDINE MIDDLE,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'06 - 08,M,'04
'101902042,0,0,1,1,0,0,1,DREW ACADEMY,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'07 - 08,M,'04
'101902043,0,0,0,0,0,0,0,HAMBRICK MIDDLE,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'06 - 08,M,'04
'101902044,0,0,0,0,0,0,0,STOVALL MIDDLE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902045,0,0,0,0,0,0,0,TEAGUE MIDDLE,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'06 - 08,M,'04
'101902046,0,0,0,0,0,0,0,HOFFMAN MIDDLE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902047,0,0,0,1,0,0,0,SHOTWELL MIDDLE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902048,0,0,0,0,0,0,0,GRANTHAM ACADEMY,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902051,0,0,0,0,0,0,0,PLUMMER MIDDLE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902052,0,0,0,0,0,0,0,LEWIS MIDDLE,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'06 - 08,M,'04
'101902053,0,0,0,1,0,0,0,GARCIA MIDDLE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902054,0,1,0,1,0,0,0,JONES MIDDLE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902055,0,0,0,0,0,0,0,MEAD MIDDLE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'06 - 08,M,'04
'101902062,1,1,0,1,0,0,,HOUSTON ACADEMY,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'05 - 06,M,'04
'101902081,0,0,0,0,0,0,0,ALDINE NINTH GRADE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'09 - 09,S,'04
'101902082,0,0,0,0,0,0,0,DAVIS NINTH GRADE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'09 - 09,S,'04
'101902083,0,0,0,0,0,0,0,MACARTHUR NINTH GRADE,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'09 - 09,S,'04
'101902084,0,0,0,0,0,0,0,EISENHOWER NINTH GRADE,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'09 - 09,S,'04
'101902085,0,0,0,0,0,0,0,NIMITZ NINTH GRADE,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'09 - 09,S,'04
'101902098,,,,,,,,HIGHPOINT,N,N,HARRIS,'101,Not Rated,ALDINE ISD,'101902,'08 - 12,S,'04
'101902099,,,,,,,,ALDINE J J A E P,N,N,HARRIS,'101,Not Rated,ALDINE ISD,'101902,'08 - 08,M,'04
'101902101,0,0,0,0,0,,,ANDERSON ACADEMY,N,N,HARRIS,'101,F,ALDINE ISD,'101902,'01 - 04,E,'04
'101902103,0,0,0,0,0,0,,CARROLL EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902104,,,,,,,,REECE ACADEMY,N,N,HARRIS,'101,F,ALDINE ISD,'101902,'PK - KG,E,'04
'101902105,0,0,0,0,0,0,,FRANCIS EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902106,0,0,0,0,0,0,,GOODMAN EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902107,0,0,0,0,0,0,,CARTER ACADEMY,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902108,,,,,,,,LANE SCHOOL,N,N,HARRIS,'101,Not Rated,ALDINE ISD,'101902,'03 - 12,B,'04
'101902110,0,0,0,0,0,0,,WORSHAM EL,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'01 - 05,E,'04
'101902111,0,0,0,0,0,0,,OLESON EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902112,0,0,0,0,0,0,,ORANGE GROVE EL,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'01 - 05,E,'04
'101902113,0,0,0,0,0,0,,RAYMOND EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902114,0,0,0,0,0,0,,SMITH EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902115,0,0,0,1,1,0,,ODOM EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902116,0,0,0,0,0,0,,JOHNSON EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902117,1,1,1,1,0,1,,THOMPSON EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902118,0,0,0,0,0,0,,SAMMONS EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902119,1,0,0,1,0,0,,STEPHENS EL,N,N,HARRIS,'101,A,ALDINE ISD,'101902,'01 - 05,E,'04
'101902121,0,1,1,0,0,0,,ERMEL EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902122,0,0,0,1,1,0,,CARMICHAEL EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902123,0,0,0,0,0,0,,CONLEY EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902124,0,0,0,0,0,0,,DUNN EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902125,0,0,0,0,0,0,,GRAY EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902126,0,0,0,0,0,0,,BLACK EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902128,0,0,0,0,0,0,,CALVERT EL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'01 - 05,E,'04
'101902129,0,0,0,0,0,0,,HARRIS EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902130,0,0,0,0,0,0,,KUJAWA EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902131,0,0,0,0,0,0,,BUSSEY EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902132,0,0,0,0,0,0,,SPENCE EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902134,0,0,0,0,0,0,,JONES EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902135,0,0,0,0,0,0,,GREENSPOINT EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'KG - 05,E,'04
'101902136,0,0,0,0,0,0,,CYPRESSWOOD EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902137,0,0,0,0,0,0,,ECKERT EL,N,N,HARRIS,'101,F,ALDINE ISD,'101902,'01 - 05,E,'04
'101902138,0,0,0,0,0,0,,ESCAMILLA EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902139,0,0,0,0,0,0,,STEHLIK EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902140,0,0,0,0,0,0,,PARKER EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902141,0,0,0,0,0,0,,CARAWAY EL,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'01 - 05,E,'04
'101902142,0,0,0,0,0,0,,WILSON EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902143,0,0,0,0,0,0,,REED ACADEMY,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902144,0,0,0,0,0,0,,HILL EL,N,N,HARRIS,'101,D,ALDINE ISD,'101902,'01 - 05,E,'04
'101902145,0,0,0,0,0,0,,MARCELLA EL,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'01 - 05,E,'04
'101902146,0,0,0,0,0,0,,OGDEN EL,N,N,HARRIS,'101,F,ALDINE ISD,'101902,'01 - 05,E,'04
'101902151,,,,,,,,KEEBLE EC/PK/K,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'EE - KG,E,'04
'101902153,,,,,,,,HINOJOSA EC/PK/K,N,N,HARRIS,'101,A,ALDINE ISD,'101902,'EE - KG,E,'04
'101902154,,,,,,,,VINES EC/PK/K,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'EE - KG,E,'04
'101902155,,,,,,,,DE SANTIAGO EC/PK/K,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'EE - KG,E,'04
'101902161,,,,,,,,GRIGGS EC/PK/K,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'EE - KG,E,'04
'101902162,,,,,,,,MAGRILL EC/PK/K,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'EE - KG,E,'04
'101902163,,,,,,,,GARCIA-LEZA EC/PK/K,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'EE - KG,E,'04
'101902164,,,,,,,,KUJAWA EC/PK/K,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'EE - KG,E,'04
'101902165,,,,,,,,JONES EC/PK/K,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'EE - KG,E,'04
'101902166,,,,,,,,VARDEMAN EC/PK/K,N,N,HARRIS,'101,C,ALDINE ISD,'101902,'EE - KG,E,'04
'101902167,,,,,,,,STOVALL EC/PK/K SCHOOL,N,N,HARRIS,'101,B,ALDINE ISD,'101902,'EE - KG,E,'04
'101903001,0,0,0,0,0,0,0,HASTINGS H S,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'09 - 12,S,'04
'101903002,0,0,0,0,0,0,0,ELSIK H S,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'09 - 12,S,'04
'101903003,0,0,0,0,0,0,0,TAYLOR H S,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'09 - 12,S,'04
'101903005,,,,,,,,ALIEF LEARNING CTR (6-12),N,N,HARRIS,'101,Not Rated,ALIEF ISD,'101903,'07 - 12,S,'04
'101903006,1,1,1,0,1,1,1,KERR H S,N,N,HARRIS,'101,A,ALIEF ISD,'101903,'09 - 12,S,'04
'101903011,,,,,,,,CROSSROADS,N,N,HARRIS,'101,Not Rated,ALIEF ISD,'101903,'09 - 12,S,'04
'101903012,0,1,0,0,1,1,0,ALIEF EARLY COLLEGE H S,N,N,HARRIS,'101,A,ALIEF ISD,'101903,'09 - 12,S,'04
'101903041,0,0,0,0,0,1,0,ALIEF MIDDLE,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'06 - 08,M,'04
'101903042,1,0,1,1,0,0,0,OLLE MIDDLE,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'07 - 08,M,'04
'101903043,1,0,0,1,1,1,1,KILLOUGH MIDDLE,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'07 - 08,M,'04
'101903044,1,0,1,1,1,0,1,HOLUB MIDDLE,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'07 - 08,M,'04
'101903045,1,1,1,1,1,1,0,ALBRIGHT MIDDLE,N,N,HARRIS,'101,A,ALIEF ISD,'101903,'07 - 08,M,'04
'101903046,1,1,1,1,1,1,0,O'DONNELL MIDDLE,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'07 - 08,M,'04
'101903047,,,,,,,,ALIEF ISD J J A E P,N,N,HARRIS,'101,Not Rated,ALIEF ISD,'101903,'07 - 12,S,'04
'101903101,0,0,0,0,0,0,,YOUENS EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'EE - 05,E,'04
'101903102,0,0,0,0,0,,,BOONE EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903103,0,0,0,0,0,,,MARTIN EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903104,0,0,0,0,0,,,CHAMBERS EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903105,0,0,0,0,0,,,SMITH EL,N,N,HARRIS,'101,F,ALIEF ISD,'101903,'PK - 04,E,'04
'101903106,1,1,1,1,0,,,MAHANAY EL,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'EE - 04,E,'04
'101903107,0,0,0,0,0,,,KENNEDY EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'EE - 04,E,'04
'101903108,0,0,0,0,1,0,,CHANCELLOR EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'EE - 05,E,'04
'101903109,0,0,0,0,0,,,LIESTMAN EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903110,1,1,0,0,0,,,PETROSKY EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903111,0,0,0,0,1,,,HEFLIN EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'EE - 04,E,'04
'101903112,0,0,0,0,0,,,CUMMINGS EL,N,N,HARRIS,'101,D,ALIEF ISD,'101903,'EE - 04,E,'04
'101903113,1,0,1,0,1,,,REES EL,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'EE - 04,E,'04
'101903114,0,0,0,0,0,,,ALEXANDER EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'EE - 04,E,'04
'101903115,0,0,0,0,0,,,HEARNE EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'EE - 04,E,'04
'101903116,0,0,0,0,0,,,LANDIS EL,N,N,HARRIS,'101,D,ALIEF ISD,'101903,'PK - 04,E,'04
'101903117,0,0,0,0,0,,,SNEED EL,N,N,HARRIS,'101,D,ALIEF ISD,'101903,'PK - 04,E,'04
'101903118,0,1,0,1,0,,,BEST EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903119,0,1,1,0,1,,,OUTLEY EL,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'PK - 04,E,'04
'101903120,0,0,0,0,0,,,HICKS EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903121,0,0,0,0,0,,,BUSH EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903122,0,0,0,0,0,0,,COLLINS EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 05,E,'04
'101903123,0,0,0,0,0,,,HORN EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903124,0,1,0,0,0,,,HOLMQUIST EL,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'PK - 04,E,'04
'101903140,1,1,0,1,0,,,OWENS INT,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'05 - 06,M,'04
'101903141,0,0,0,0,0,,,KLENTZMAN INT,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'05 - 06,M,'04
'101903142,1,1,1,1,1,0,,YOUNGBLOOD INT,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'05 - 06,M,'04
'101903143,0,0,0,0,1,0,,MATA INT,N,N,HARRIS,'101,C,ALIEF ISD,'101903,'05 - 06,M,'04
'101903144,1,1,1,1,1,0,,MILLER INT,N,N,HARRIS,'101,A,ALIEF ISD,'101903,'05 - 06,M,'04
'101903145,1,1,1,1,1,,,BUDEWIG INT,N,N,HARRIS,'101,B,ALIEF ISD,'101903,'05 - 06,M,'04
'101903199,,,,,,,,ADMIN SERVICES,N,N,HARRIS,'101,Not Rated,ALIEF ISD,'101903,'EE - 12,B,'04
'101903205,,,,,,,,ALIEF LEARNING CTR (K-6),N,N,HARRIS,'101,Not Rated,ALIEF ISD,'101903,'01 - 06,E,'04
'101905001,0,0,1,0,0,0,0,CHANNELVIEW H S,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'09 - 12,S,'04
'101905005,,,,,,,,ENDEAVOR HS-JOE FRANK CAMPBELL LEA,Y,N,HARRIS,'101,D,CHANNELVIEW ISD,'101905,'09 - 12,S,'04
'101905041,0,1,0,1,0,0,0,ALICE JOHNSON J H,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'06 - 08,M,'04
'101905042,1,0,0,0,0,0,,B H HAMBLEN EL,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'KG - 05,E,'04
'101905043,0,0,0,0,0,1,0,AGUIRRE J H,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'06 - 08,M,'04
'101905101,0,0,0,0,0,0,,VIOLA COBB EL,N,N,HARRIS,'101,C,CHANNELVIEW ISD,'101905,'KG - 05,E,'04
'101905102,0,0,0,0,0,0,,DE ZAVALA EL,N,N,HARRIS,'101,C,CHANNELVIEW ISD,'101905,'KG - 05,E,'04
'101905103,0,0,0,0,0,0,,SCHOCHLER EL,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'KG - 05,E,'04
'101905104,1,0,1,0,0,1,,MCMULLAN EL,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'KG - 05,E,'04
'101905105,0,0,0,0,0,0,,CRENSHAW EL,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'KG - 05,E,'04
'101905106,0,0,0,0,0,0,,HARVEY S BROWN EL,N,N,HARRIS,'101,C,CHANNELVIEW ISD,'101905,'KG - 05,E,'04
'101905107,,,,,,,,EARLY CHILDHOOD CENTER,N,N,HARRIS,'101,B,CHANNELVIEW ISD,'101905,'EE - PK,E,'04
'101906001,0,0,1,0,0,0,0,CROSBY H S,N,N,HARRIS,'101,B,CROSBY ISD,'101906,'09 - 12,S,'04
'101906004,,,,,,,,CROSBY CROSSROADS ACADEMY,Y,N,HARRIS,'101,C,CROSBY ISD,'101906,'09 - 12,S,'04
'101906042,0,0,0,0,0,0,0,CROSBY MIDDLE,N,N,HARRIS,'101,B,CROSBY ISD,'101906,'06 - 08,M,'04
'101906101,0,0,0,0,0,1,,NEWPORT EL,N,N,HARRIS,'101,B,CROSBY ISD,'101906,'KG - 05,E,'04
'101906102,,,,,,,,CROSBY KINDERGARTEN CENTER,N,N,HARRIS,'101,B,CROSBY ISD,'101906,'EE - KG,E,'04
'101906103,0,0,0,0,0,1,,BARRETT EL,N,N,HARRIS,'101,C,CROSBY ISD,'101906,'01 - 05,E,'04
'101906104,1,0,0,0,0,0,,DREW EL,N,N,HARRIS,'101,B,CROSBY ISD,'101906,'01 - 05,E,'04
'101906105,,,,,,,,HIGHPOINT SCHOOL EAST (CROSBY),N,N,HARRIS,'101,Not Rated,CROSBY ISD,'101906,'07 - 11,S,'04
'101906106,0,0,0,0,0,0,,CROSBY EL,N,N,HARRIS,'101,C,CROSBY ISD,'101906,'01 - 05,E,'04
'101907002,0,0,0,1,0,0,0,CY-FAIR H S,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907003,0,1,0,0,1,1,1,JERSEY VILLAGE H S,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907004,1,1,0,1,1,1,0,CYPRESS CREEK H S,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907005,1,1,0,1,1,1,1,LANGHAM CREEK H S,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907007,0,1,0,1,0,0,1,CYPRESS FALLS H S,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907009,0,0,1,0,1,0,0,CYPRESS SPRINGS H S,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907010,1,1,1,0,1,0,0,CYPRESS RIDGE H S,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907011,1,1,1,1,0,0,1,CYPRESS WOODS H S,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907012,1,1,1,1,0,0,0,CYPRESS RANCH H S,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907013,1,0,0,0,0,0,0,CYPRESS LAKES H S,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'09 - 12,S,'04
'101907015,1,0,1,0,0,1,1,CYPRESS PARK H S,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'09 - 11,S,'04
'101907016,1,0,1,0,1,0,1,BRIDGELAND H S,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'09 - 11,S,'04
'101907037,,,,,,,,CYPRESS-FAIRBANKS J J A E P,N,N,HARRIS,'101,Not Rated,CYPRESS-FAIRBANKS ISD,'101907,'07 - 11,S,'04
'101907041,1,1,1,1,1,1,1,ARNOLD MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907042,0,0,0,1,0,0,0,DEAN MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907043,1,0,1,1,1,0,1,BLEYL MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907044,1,0,0,1,0,0,0,CAMPBELL MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907045,0,0,0,0,0,0,0,WATKINS MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907046,1,0,1,1,0,1,1,LABAY MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907047,1,1,1,1,1,1,1,COOK MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
