CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,REGION
'220918108,0,0,0,0,0,0,,CHISHOLM RIDGE,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918109,1,1,1,1,0,1,,GREENFIELD EL,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918110,0,0,0,0,0,0,,COMANCHE SPRINGS EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918111,0,0,0,0,0,0,,NORTHBROOK EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918112,0,0,0,1,0,1,,LAKE POINTE EL,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918113,0,0,0,0,0,0,,PARKVIEW EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918114,0,0,0,0,0,0,,WILLOW CREEK EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918115,0,0,0,0,0,1,,DOZIER EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220919001,,1,1,,1,1,1,CARROLL SENIOR H S,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'11 - 12,S,'11
'220919003,0,0,1,0,0,1,0,CARROLL H S,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'09 - 10,S,'11
'220919041,1,1,1,1,1,1,1,CARROLL MIDDLE,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'07 - 08,M,'11
'220919043,1,1,1,1,1,1,1,GEORGE DAWSON MIDDLE,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'07 - 08,M,'11
'220919101,1,1,1,0,0,,,JACK D JOHNSON EL,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'KG - 04,E,'11
'220919102,1,1,1,1,1,,,CARROLL EL,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'EE - 04,E,'11
'220919103,0,0,1,0,0,,,WALNUT GROVE EL,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'KG - 04,E,'11
'220919104,1,0,1,0,1,,,ROBERT H ROCKENBAUGH EL,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'EE - 04,E,'11
'220919106,1,1,1,1,1,0,,DON T DURHAM INT,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'05 - 06,M,'11
'220919107,1,1,1,1,1,,,OLD UNION EL,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'EE - 04,E,'11
'220919108,0,1,1,1,1,1,,EUBANKS INT,N,N,TARRANT,'220,A,CARROLL ISD,'220919,'05 - 06,M,'11
'220920001,0,0,0,0,0,0,0,BREWER H S,N,N,TARRANT,'220,C,WHITE SETTLEMENT ISD,'220920,'09 - 12,S,'11
'220920004,,,,,,,,TARRANT CO J J A E P,N,N,TARRANT,'220,Not Rated,WHITE SETTLEMENT ISD,'220920,'08 - 12,S,'11
'220920041,0,0,0,0,0,0,0,BREWER MIDDLE,N,N,TARRANT,'220,C,WHITE SETTLEMENT ISD,'220920,'07 - 08,M,'11
'220920101,1,0,1,1,1,,,LIBERTY EL,N,N,TARRANT,'220,A,WHITE SETTLEMENT ISD,'220920,'EE - 04,E,'11
'220920102,0,0,0,0,0,,,NORTH EL,N,N,TARRANT,'220,C,WHITE SETTLEMENT ISD,'220920,'EE - 04,E,'11
'220920103,0,0,0,0,0,,,WEST EL,N,N,TARRANT,'220,D,WHITE SETTLEMENT ISD,'220920,'EE - 04,E,'11
'220920104,0,0,0,0,0,,,BLUE HAZE EL,N,N,TARRANT,'220,D,WHITE SETTLEMENT ISD,'220920,'EE - 04,E,'11
'220920105,0,0,0,0,0,0,,TANNAHILL INT,N,N,TARRANT,'220,B,WHITE SETTLEMENT ISD,'220920,'05 - 06,M,'11
'220920106,0,1,1,0,1,0,,FINE ARTS ACADEMY,N,N,TARRANT,'220,B,WHITE SETTLEMENT ISD,'220920,'KG - 06,E,'11
'221801005,0,0,0,0,0,0,1,VISTA ACADEMY OF HUNTSVILLE,N,Y,TAYLOR,'221,C,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801011,1,0,0,0,1,0,1,AMARILLO COLLEGIATE ACADEMY,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 12,B,'14
'221801014,0,0,0,0,0,0,,COPPELL CLASSICAL ACADEMY,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 05,E,'14
'221801020,1,0,1,1,0,1,1,CORINTH CLASSICAL UPPER SCHOOL,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'05 - 10,B,'14
'221801022,0,0,0,0,0,0,1,RESPONSIVE EDUCATION VIRTUAL LEARN,N,Y,TAYLOR,'221,D,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'03 - 12,B,'14
'221801023,0,0,0,0,0,0,0,CARROLLTON CLASSICAL ACADEMY,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801025,1,0,0,1,1,1,0,VISTA ACADEMY OF WILLIS,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801026,0,0,0,0,0,0,,VISTA ACADEMY OF GARLAND,N,Y,TAYLOR,'221,C,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801027,,1,0,1,1,0,0,ISCHOOL HIGH - LEWISVILLE,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'09 - 12,S,'14
'221801033,1,1,1,1,0,,,VISTA ACADEMY OF JASPER,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 07,E,'14
'221801034,0,0,0,0,0,0,0,STEM ACADEMY - LEWISVILLE,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'06 - 12,B,'14
'221801039,1,1,1,0,0,1,0,CLAY CLASSICAL ACADEMY,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801040,,,,,,,,THE FOUNDATION SCHOOL FOR AUTISM,N,Y,TAYLOR,'221,Not Rated,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'EE - 01,E,'14
'221801043,0,0,1,1,1,0,1,FOUNDERS CLASSICAL ACADEMY,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 12,B,'14
'221801044,0,1,1,0,1,1,,VISTA ACADEMY OF EDINBURG,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801045,0,0,0,0,0,0,,VISTA ACADEMY OF CROCKETT,N,Y,TAYLOR,'221,D,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 06,E,'14
'221801046,0,0,0,1,1,0,0,TYLER CLASSICAL ACADEMY,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 10,B,'14
'221801048,1,0,1,1,0,0,,VISTA ACADEMY OF AUSTIN-MUELLER,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801050,0,0,0,0,0,0,1,VISTA ACADEMY OF THE WOODLANDS,N,Y,TAYLOR,'221,C,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801051,1,0,1,0,1,0,0,ISCHOOL HIGH AT UNIVERSITY PARK,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'09 - 12,S,'14
'221801052,0,0,0,0,0,0,,VISTA ACADEMY OF BEAUMONT,N,Y,TAYLOR,'221,C,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 05,E,'14
'221801053,1,0,1,1,1,0,1,QUEST MIDDLE OF COPPELL,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'06 - 08,M,'14
'221801055,0,0,0,0,0,0,,VISTA ACADEMY OF PASADENA,N,Y,TAYLOR,'221,D,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 06,E,'14
'221801056,0,0,0,0,1,0,0,ISCHOOL HIGH AT THE WOODLANDS,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'09 - 12,S,'14
'221801057,1,0,0,1,0,0,,VISTA ACADEMY OF HUMBLE,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 07,E,'14
'221801058,0,0,1,0,0,0,0,FOUNDERS CLASSICAL ACADEMY OF LEAN,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 12,B,'14
'221801059,1,0,1,1,1,0,,RICHARDSON CLASSICAL ACADEMY,N,Y,TAYLOR,'221,A,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 07,E,'14
'221801060,0,0,0,0,0,1,,DENTON CLASSICAL ACADEMY,N,Y,TAYLOR,'221,C,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 05,E,'14
'221801061,0,0,0,0,0,0,1,FOUNDERS CLASSICAL ACADEMY OF MESQ,N,Y,TAYLOR,'221,D,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 11,B,'14
'221801062,0,0,0,0,0,0,1,MAINLAND PREPARATORY ACADEMY,N,Y,TAYLOR,'221,D,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'PK - 08,E,'14
'221801063,0,0,0,0,0,0,,FOUNDERS CLASSICAL ACADEMY OF FLOW,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801064,0,0,0,0,0,,,CORINTH CLASSICAL ACADEMY,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 04,E,'14
'221801065,1,0,0,1,0,0,0,FALLBROOK ACADEMY,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801066,0,0,0,0,0,0,0,FOUNDERS CLASSICAL ACADEMY OF SCHE,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 09,B,'14
'221801067,1,0,0,1,0,0,0,CLASSICAL ACADEMY - PERMIAN BASIN,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221801068,0,0,0,0,0,0,,FOUNDERS CLASSICAL ACADEMY - FRISC,N,Y,TAYLOR,'221,B,TEXAS COLLEGE PREPARATORY ACADEMIE,'221801,'KG - 08,E,'14
'221901001,0,1,1,1,0,0,0,ABILENE H S,N,N,TAYLOR,'221,B,ABILENE ISD,'221901,'09 - 12,S,'14
'221901002,0,0,1,0,1,0,0,COOPER H S,N,N,TAYLOR,'221,B,ABILENE ISD,'221901,'09 - 12,S,'14
'221901003,,,,,,,,WOODSON CENTER FOR EXCELLENCE,Y,N,TAYLOR,'221,B,ABILENE ISD,'221901,'08 - 12,S,'14
'221901006,,,,,,,,DAEP,N,N,TAYLOR,'221,Not Rated,ABILENE ISD,'221901,'06 - 11,B,'14
'221901007,,,,,,,,TAYLOR COUNTY LEARNING CENTER,N,N,TAYLOR,'221,Not Rated,ABILENE ISD,'221901,'05 - 11,B,'14
'221901008,,,,,,,,JUVENILE DETENTION CENTER,N,N,TAYLOR,'221,Not Rated,ABILENE ISD,'221901,'07 - 11,S,'14
'221901010,1,1,1,1,1,1,1,ACADEMY FOR TECHNOLOGY ENGINEERING,N,N,TAYLOR,'221,A,ABILENE ISD,'221901,'09 - 12,S,'14
'221901044,0,0,0,0,0,0,0,MADISON MIDDLE,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'06 - 08,M,'14
'221901045,0,0,0,0,0,0,0,MANN MIDDLE,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'06 - 08,M,'14
'221901047,0,0,0,0,0,1,0,CLACK MIDDLE,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'06 - 08,M,'14
'221901048,0,1,0,0,0,0,0,CRAIG MIDDLE,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'06 - 08,M,'14
'221901102,1,0,0,0,0,1,,AUSTIN EL,N,N,TAYLOR,'221,A,ABILENE ISD,'221901,'KG - 05,E,'14
'221901103,0,0,0,0,0,0,,BONHAM EL,N,N,TAYLOR,'221,F,ABILENE ISD,'221901,'KG - 05,E,'14
'221901104,0,0,0,0,0,0,,BOWIE EL,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'KG - 05,E,'14
'221901108,0,0,0,0,0,0,,DYESS EL,N,N,TAYLOR,'221,B,ABILENE ISD,'221901,'KG - 05,E,'14
'221901112,0,0,0,0,0,0,,JACKSON EL,N,N,TAYLOR,'221,F,ABILENE ISD,'221901,'KG - 05,E,'14
'221901113,0,0,0,0,0,0,,JOHNSTON EL,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'KG - 05,E,'14
'221901116,0,0,0,0,0,0,,LEE EL,N,N,TAYLOR,'221,F,ABILENE ISD,'221901,'KG - 05,E,'14
'221901120,0,0,0,0,0,0,,REAGAN EL,N,N,TAYLOR,'221,F,ABILENE ISD,'221901,'KG - 05,E,'14
'221901121,0,1,0,1,0,0,,TAYLOR EL,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'KG - 05,E,'14
'221901142,,,,,,,,OCEANS BEHAVIORAL HEALTH,N,N,TAYLOR,'221,Not Rated,ABILENE ISD,'221901,'08 - 11,S,'14
'221901150,0,0,0,0,0,0,,WARD EL,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'KG - 05,E,'14
'221901151,1,0,1,0,0,0,,THOMAS EL,N,N,TAYLOR,'221,B,ABILENE ISD,'221901,'KG - 05,E,'14
'221901152,0,0,0,0,0,0,,ORTIZ EL,N,N,TAYLOR,'221,D,ABILENE ISD,'221901,'KG - 05,E,'14
'221901153,0,0,0,0,1,1,,BASSETTI EL,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'KG - 05,E,'14
'221901155,0,0,0,0,0,0,,MARTINEZ EL,N,N,TAYLOR,'221,C,ABILENE ISD,'221901,'KG - 05,E,'14
'221901156,,,,,,,,LONG EARLY LEARNING CENTER,N,N,TAYLOR,'221,B,ABILENE ISD,'221901,'EE - PK,E,'14
'221901208,,,,,,,,DAY NURSERY OF ABILENE,N,N,TAYLOR,'221,B,ABILENE ISD,'221901,'PK - PK,E,'14
'221904001,0,0,1,0,0,1,0,MERKEL H S,N,N,TAYLOR,'221,B,MERKEL ISD,'221904,'09 - 12,S,'14
'221904041,0,0,0,0,0,0,0,MERKEL MIDDLE,N,N,TAYLOR,'221,C,MERKEL ISD,'221904,'06 - 08,M,'14
'221904102,1,1,1,1,0,0,,MERKEL EL,N,N,TAYLOR,'221,B,MERKEL ISD,'221904,'EE - 05,E,'14
'221905001,0,0,0,0,0,0,0,TRENT INDEPENDENT SCHOOL DISTRICT,N,N,TAYLOR,'221,B,TRENT ISD,'221905,'PK - 12,B,'14
'221911001,0,1,0,0,0,1,0,JIM NED H S,N,N,TAYLOR,'221,B,JIM NED CISD,'221911,'09 - 12,S,'14
'221911041,0,0,0,0,0,0,0,JIM NED MIDDLE,N,N,TAYLOR,'221,B,JIM NED CISD,'221911,'06 - 08,M,'14
'221911101,0,0,1,0,1,0,,LAWN EL,N,N,TAYLOR,'221,A,JIM NED CISD,'221911,'EE - 05,E,'14
'221911102,0,0,0,0,1,0,,BUFFALO GAP EL,N,N,TAYLOR,'221,B,JIM NED CISD,'221911,'PK - 05,E,'14
'221912001,0,1,1,0,0,1,1,WYLIE H S,N,N,TAYLOR,'221,A,WYLIE ISD,'221912,'09 - 12,S,'14
'221912041,1,0,1,1,0,1,0,WYLIE J H,N,N,TAYLOR,'221,A,WYLIE ISD,'221912,'07 - 08,M,'14
'221912101,1,0,0,,0,,,WYLIE EL,N,N,TAYLOR,'221,A,WYLIE ISD,'221912,'01 - 03,E,'14
'221912103,0,1,0,0,0,0,,WYLIE INT,N,N,TAYLOR,'221,A,WYLIE ISD,'221912,'03 - 05,E,'14
'221912106,,,,,,,,WYLIE EARLY CHILDHOOD CTR,N,N,TAYLOR,'221,A,WYLIE ISD,'221912,'EE - KG,E,'14
'221912107,0,0,1,0,0,0,,WYLIE MIDDLE,N,N,TAYLOR,'221,A,WYLIE ISD,'221912,'05 - 06,M,'14
'221912108,,,,,,,,WYLIE EAST EL,N,N,TAYLOR,'221,A,WYLIE ISD,'221912,'EE - 01,E,'14
'222901001,1,0,0,0,0,1,0,SANDERSON SCHOOLS,N,N,TERRELL,'222,B,TERRELL COUNTY ISD,'222901,'PK - 12,B,'18
'223901001,0,0,0,0,0,0,0,BROWNFIELD H S,N,N,TERRY,'223,B,BROWNFIELD ISD,'223901,'09 - 12,S,'17
'223901005,,,,,,,,BROWNFIELD EDUCATION CENTER,Y,N,TERRY,'223,C,BROWNFIELD ISD,'223901,'09 - 12,S,'17
'223901041,1,0,0,1,0,0,0,BROWNFIELD MIDDLE,N,N,TERRY,'223,C,BROWNFIELD ISD,'223901,'06 - 08,M,'17
'223901101,,,,,,,,COLONIAL HEIGHTS EL,N,N,TERRY,'223,D,BROWNFIELD ISD,'223901,'KG - 01,E,'17
'223901102,0,0,0,0,0,1,,OAK GROVE EL,N,N,TERRY,'223,D,BROWNFIELD ISD,'223901,'02 - 05,E,'17
'223901103,,,,,,,,BRIGHT BEGINNINGS ACADEMIC CENTER,N,N,TERRY,'223,C,BROWNFIELD ISD,'223901,'PK - PK,E,'17
'223902001,0,0,1,0,0,1,0,MEADOW SCHOOL,N,N,TERRY,'223,B,MEADOW ISD,'223902,'PK - 12,B,'17
'223904001,1,0,1,1,1,0,0,WELLMAN-UNION SCHOOL,N,N,TERRY,'223,A,WELLMAN-UNION CISD,'223904,'PK - 12,B,'17
'224901001,0,0,0,0,0,1,0,THROCKMORTON COLLEGIATE ISD,N,N,THROCKMORTON,'224,C,THROCKMORTON COLLEGIATE ISD,'224901,'PK - 12,B,'09
'224902001,0,0,1,0,0,0,0,WOODSON SCHOOL,N,N,THROCKMORTON,'224,B,WOODSON ISD,'224902,'PK - 12,B,'09
'225902001,0,1,0,1,0,0,0,MOUNT PLEASANT H S,N,N,TITUS,'225,B,MOUNT PLEASANT ISD,'225902,'09 - 12,S,'08
'225902003,,,,,,,,MOUNT PLEASANT DAEP,N,N,TITUS,'225,Not Rated,MOUNT PLEASANT ISD,'225902,'05 - 12,B,'08
'225902041,1,0,0,1,0,0,1,MOUNT PLEASANT J H,N,N,TITUS,'225,B,MOUNT PLEASANT ISD,'225902,'07 - 08,M,'08
'225902042,0,0,1,0,0,,,P E WALLACE MIDDLE,N,N,TITUS,'225,C,MOUNT PLEASANT ISD,'225902,'05 - 06,M,'08
'225902101,0,0,0,0,0,,,FRANCES CORPREW EL,N,N,TITUS,'225,C,MOUNT PLEASANT ISD,'225902,'KG - 04,E,'08
'225902102,0,0,1,0,0,,,ANNIE SIMS EL,N,N,TITUS,'225,B,MOUNT PLEASANT ISD,'225902,'KG - 04,E,'08
'225902103,0,0,1,0,0,,,E C BRICE EL,N,N,TITUS,'225,B,MOUNT PLEASANT ISD,'225902,'KG - 04,E,'08
'225902104,0,0,1,0,0,,,VIVIAN FOWLER EL,N,N,TITUS,'225,B,MOUNT PLEASANT ISD,'225902,'KG - 04,E,'08
'225902105,,,,,,,,CHILD DEVELOPMENT CENTER,N,N,TITUS,'225,B,MOUNT PLEASANT ISD,'225902,'EE - PK,E,'08
'225906001,0,1,0,0,1,1,1,CHAPEL HILL H S,N,N,TITUS,'225,B,CHAPEL HILL ISD,'225906,'09 - 12,S,'08
'225906041,0,0,1,0,0,0,0,CHAPEL HILL J H,N,N,TITUS,'225,B,CHAPEL HILL ISD,'225906,'06 - 08,M,'08
'225906101,0,0,0,0,0,0,,CHAPEL HILL EL,N,N,TITUS,'225,B,CHAPEL HILL ISD,'225906,'EE - 05,E,'08
'225907101,0,0,0,0,0,0,0,HARTS BLUFF EL,N,N,TITUS,'225,C,HARTS BLUFF ISD,'225907,'PK - 08,E,'08
'226801001,0,0,0,1,0,0,0,TLC ACADEMY,N,Y,TOM GREEN,'226,B,TEXAS LEADERSHIP,'226801,'KG - 12,B,'15
'226801002,0,0,0,0,0,0,0,TEXAS LEADERSHIP OF MIDLAND,N,Y,TOM GREEN,'226,F,TEXAS LEADERSHIP,'226801,'KG - 10,B,'15
'226801003,0,0,0,0,0,0,0,TEXAS LEADERSHIP OF ARLINGTON,N,Y,TOM GREEN,'226,C,TEXAS LEADERSHIP,'226801,'KG - 10,B,'15
'226801004,0,0,0,1,0,0,1,TEXAS LEADERSHIP OF ABILENE,N,Y,TOM GREEN,'226,C,TEXAS LEADERSHIP,'226801,'KG - 08,E,'15
'226901001,0,0,0,0,0,0,0,CHRISTOVAL H S,N,N,TOM GREEN,'226,A,CHRISTOVAL ISD,'226901,'06 - 12,B,'15
'226901002,,,,,,,,FAIRVIEW ACCELERATED,Y,N,TOM GREEN,'226,Not Rated,CHRISTOVAL ISD,'226901,'11 - 12,S,'15
'226901005,,,,,,,,FAIRVIEW DAEP,N,N,TOM GREEN,'226,Not Rated,CHRISTOVAL ISD,'226901,'06 - 06,M,'15
'226901101,0,0,0,0,0,0,,CHRISTOVAL EL,N,N,TOM GREEN,'226,C,CHRISTOVAL ISD,'226901,'PK - 05,E,'15
'226901102,,,,,,,,VERIBEST PPCD,N,N,TOM GREEN,'226,Not Rated,CHRISTOVAL ISD,'226901,'EE - EE,E,'15
'226903001,0,0,0,0,0,0,0,CENTRAL H S,N,N,TOM GREEN,'226,B,SAN ANGELO ISD,'226903,'09 - 12,S,'15
'226903002,0,0,0,0,0,0,0,LAKE VIEW H S,N,N,TOM GREEN,'226,B,SAN ANGELO ISD,'226903,'09 - 12,S,'15
'226903038,,,,,,,,CARVER ALTER LRN CTR,N,N,TOM GREEN,'226,Not Rated,SAN ANGELO ISD,'226903,'07 - 12,S,'15
'226903042,0,0,0,0,0,0,0,GLENN MIDDLE,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'06 - 08,M,'15
'226903043,0,0,0,0,0,0,0,LEE MIDDLE,N,N,TOM GREEN,'226,D,SAN ANGELO ISD,'226903,'06 - 08,M,'15
'226903045,0,0,0,0,0,0,0,LINCOLN MIDDLE,N,N,TOM GREEN,'226,F,SAN ANGELO ISD,'226903,'06 - 08,M,'15
'226903101,0,0,0,0,0,0,,ALTA LOMA EL,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'EE - 05,E,'15
'226903102,0,0,0,0,0,0,,AUSTIN EL,N,N,TOM GREEN,'226,F,SAN ANGELO ISD,'226903,'EE - 05,E,'15
'226903103,0,0,0,0,0,0,,BELAIRE EL,N,N,TOM GREEN,'226,F,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903104,,,,,,,,BLACKSHEAR HEAD START,N,N,TOM GREEN,'226,B,SAN ANGELO ISD,'226903,'PK - PK,E,'15
'226903105,0,0,0,0,0,0,,BOWIE EL,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903106,0,0,0,0,0,0,,BRADFORD EL,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'PK - 05,E,'15
'226903108,0,0,0,0,0,1,,CROCKETT EL,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903110,0,0,1,0,0,1,,FANNIN EL,N,N,TOM GREEN,'226,B,SAN ANGELO ISD,'226903,'EE - 05,E,'15
'226903111,0,0,1,1,1,1,,FT CONCHO EL,N,N,TOM GREEN,'226,A,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903112,0,0,0,1,1,1,,GLENMORE EL,N,N,TOM GREEN,'226,B,SAN ANGELO ISD,'226903,'PK - 05,E,'15
'226903113,0,0,0,0,0,0,,GOLIAD EL,N,N,TOM GREEN,'226,F,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903114,0,0,0,0,0,0,,HOLIMAN EL,N,N,TOM GREEN,'226,F,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903115,0,0,0,0,0,0,,MCGILL EL,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'PK - 05,E,'15
'226903116,0,0,0,0,0,0,,REAGAN EL,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'EE - 05,E,'15
'226903117,,,,,,,,RIO VISTA HEAD START,N,N,TOM GREEN,'226,B,SAN ANGELO ISD,'226903,'PK - PK,E,'15
'226903119,0,0,0,0,0,0,,SAN JACINTO EL,N,N,TOM GREEN,'226,D,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903120,0,1,1,1,1,1,,SANTA RITA EL,N,N,TOM GREEN,'226,A,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903122,0,0,0,0,0,0,,BONHAM EL,N,N,TOM GREEN,'226,C,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226903123,0,0,0,0,0,0,,LAMAR EL,N,N,TOM GREEN,'226,D,SAN ANGELO ISD,'226903,'KG - 05,E,'15
'226905001,0,0,1,0,0,1,0,WATER VALLEY H S,N,N,TOM GREEN,'226,A,WATER VALLEY ISD,'226905,'07 - 12,S,'15
'226905003,,,,,,,,FAIRVIEW AEP,N,N,TOM GREEN,'226,Not Rated,WATER VALLEY ISD,'226905,'10 - 10,S,'15
'226905007,,,,,,,,WATER VALLEY / VERIBEST SPECIAL PR,N,N,TOM GREEN,'226,Not Rated,WATER VALLEY ISD,'226905,'EE - EE,E,'15
'226905101,0,0,0,0,0,1,,WATER VALLEY EL,N,N,TOM GREEN,'226,C,WATER VALLEY ISD,'226905,'PK - 06,E,'15
'226905180,,,,,,,,WALL SPECIAL PROGRAMS,N,N,TOM GREEN,'226,Not Rated,WATER VALLEY ISD,'226905,'08 - 08,M,'15
'226905195,,,,,,,,FAIRVIEW SPECIAL PROGRAMS,N,N,TOM GREEN,'226,Not Rated,WATER VALLEY ISD,'226905,'10 - 12,S,'15
'226905202,,,,,,,,SAN ANGELO STATE SCHOOL,N,N,TOM GREEN,'226,Not Rated,WATER VALLEY ISD,'226905,'12 - 12,S,'15
'226906001,1,1,1,1,1,1,0,WALL H S,N,N,TOM GREEN,'226,A,WALL ISD,'226906,'09 - 12,S,'15
'226906002,,,,,,,,FAIRVIEW ACCELERATED,N,N,TOM GREEN,'226,C,WALL ISD,'226906,'09 - 12,S,'15
'226906005,,,,,,,,FAIRVIEW ACCELERATED DAEP,N,N,TOM GREEN,'226,Not Rated,WALL ISD,'226906,'09 - 12,S,'15
'226906041,0,1,1,0,1,0,0,WALL MIDDLE,N,N,TOM GREEN,'226,B,WALL ISD,'226906,'06 - 08,M,'15
'226906101,0,0,0,0,0,0,,WALL EL,N,N,TOM GREEN,'226,B,WALL ISD,'226906,'KG - 05,E,'15
