CAMPUS,CD003ARE1218R,CD003ARE1219R,CD003ARE1318R,CD003ARE1319R,CD003ARE1S18R,CD003ARE1S19R,CD203ARE1218R,CD203ARE1219R,CD203ARE1318R,CD203ARE1319R,CD203ARE1S18R,CD203ARE1S19R,CD303ARE1218R,CD303ARE1219R,CD303ARE1318R,CD303ARE1319R,CD303ARE1S18R,CD303ARE1S19R,CD403ARE1218R,CD403ARE1219R,CD403ARE1318R,CD403ARE1319R,CD403ARE1S18R,CD403ARE1S19R,CDA03ARE1218R,CDA03ARE1219R,CDA03ARE1318R,CDA03ARE1319R,CDA03ARE1S18R,CDA03ARE1S19R,CDB03ARE1218R,CDB03ARE1219R,CDB03ARE1318R,CDB03ARE1319R,CDB03ARE1S18R,CDB03ARE1S19R,CDE03ARE1218R,CDE03ARE1219R,CDE03ARE1318R,CDE03ARE1319R,CDE03ARE1S18R,CDE03ARE1S19R,CDF03ARE1218R,CDF03ARE1219R,CDF03ARE1318R,CDF03ARE1319R,CDF03ARE1S18R,CDF03ARE1S19R,CDH03ARE1218R,CDH03ARE1219R,CDH03ARE1318R,CDH03ARE1319R,CDH03ARE1S18R,CDH03ARE1S19R,CDI03ARE1218R,CDI03ARE1219R,CDI03ARE1318R,CDI03ARE1319R,CDI03ARE1S18R,CDI03ARE1S19R,CDL03ARE1218R,CDL03ARE1219R,CDL03ARE1318R,CDL03ARE1319R,CDL03ARE1S18R,CDL03ARE1S19R,CDM03ARE1218R,CDM03ARE1219R,CDM03ARE1318R,CDM03ARE1319R,CDM03ARE1S18R,CDM03ARE1S19R,CDR03ARE1218R,CDR03ARE1219R,CDR03ARE1318R,CDR03ARE1319R,CDR03ARE1S18R,CDR03ARE1S19R,CDS03ARE1218R,CDS03ARE1219R,CDS03ARE1318R,CDS03ARE1319R,CDS03ARE1S18R,CDS03ARE1S19R,CDW03ARE1218R,CDW03ARE1219R,CDW03ARE1318R,CDW03ARE1319R,CDW03ARE1S18R,CDW03ARE1S19R,CNC03ARE1218R,CNC03ARE1219R,CNC03ARE1318R,CNC03ARE1319R,CNC03ARE1S18R,CNC03ARE1S19R,CNM03ARE1218R,CNM03ARE1219R,CNM03ARE1318R,CNM03ARE1319R,CNM03ARE1S18R,CNM03ARE1S19R,CNS03ARE1218R,CNS03ARE1219R,CNS03ARE1318R,CNS03ARE1319R,CNS03ARE1S18R,CNS03ARE1S19R
'066902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,31,21,13,80,67,.,.,.,.,.,.,42,30,15,12,76,65,49,24,18,7,82,67,46,31,21,13,80,67,.,.,.,.,.,.,.,.,.,.,.,.,44,39,24,18,78,67,21,11,5,5,57,48,-1,30,-1,0,-1,40,.,-1,.,-1,.,-1,49,28,23,9,80,67,31,47,8,29,77,65,-1,-1,-1,-1,-1,-1
'066903002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066903042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066903102,.,40,.,0,.,100,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,41,19,17,6,76,60,.,.,.,.,.,.,38,11,19,6,78,58,48,19,23,0,77,59,35,18,12,6,73,59,.,-1,.,-1,.,-1,.,40,.,0,.,100,30,19,9,12,74,62,20,7,0,0,53,48,-1,13,-1,0,-1,75,-1,-1,-1,-1,-1,-1,38,21,16,6,76,56,-1,0,-1,0,-1,100,-1,.,-1,.,-1,.
'067902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067902004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067902101,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,57,54,28,37,90,85,-1,-1,-1,-1,-1,-1,60,26,23,19,83,70,68,53,35,37,90,79,50,20,20,20,90,80,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,47,54,20,37,90,89,43,14,21,14,64,57,43,13,14,13,71,38,63,59,31,39,94,87,60,54,29,37,94,85,46,54,23,38,77,85,-1,-1,-1,-1,-1,-1
'067903001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067903101,-1,25,-1,13,-1,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,49,26,33,83,83,.,.,.,.,.,.,34,39,20,27,78,76,37,44,24,26,82,85,18,29,6,14,59,81,.,.,.,.,.,.,-1,25,-1,13,-1,63,47,53,28,40,84,81,31,32,15,12,77,68,23,50,15,25,62,50,48,56,31,39,89,84,44,55,30,35,87,91,35,24,15,24,70,53,14,-1,0,-1,71,-1
'067904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067904042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067904101,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,23,35,12,24,77,76,.,.,.,.,.,.,6,27,0,18,71,73,11,40,11,20,89,60,15,-1,8,-1,92,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,29,33,12,25,71,83,0,13,0,13,64,50,-1,-1,-1,-1,-1,-1,31,33,15,25,62,75,22,35,13,24,78,76,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1
'067907001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067907041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067907101,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,33,36,6,9,67,70,.,-1,.,-1,.,-1,31,40,0,10,69,73,27,33,9,13,64,73,-1,40,-1,10,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,39,0,6,71,67,0,20,0,20,40,40,-1,50,-1,0,-1,83,33,38,8,10,67,67,36,36,9,9,73,73,29,36,0,9,57,64,-1,-1,-1,-1,-1,-1
'067908001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067908101,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,64,29,45,57,91,.,.,.,.,.,.,-1,50,-1,38,-1,88,-1,86,-1,57,-1,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,67,75,33,50,67,88,60,75,40,50,60,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'068802001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,53,31,36,84,83,-1,-1,-1,-1,-1,-1,46,62,31,38,77,77,47,45,31,30,81,82,49,48,37,31,81,75,.,.,.,.,.,.,.,.,.,.,.,.,51,60,32,42,88,84,.,-1,.,-1,.,-1,40,11,40,11,100,44,48,56,28,41,87,89,46,57,28,38,85,85,56,41,39,31,83,78,-1,-1,-1,-1,-1,-1
'068803001,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,17,48,8,36,65,82,.,.,.,.,.,.,29,20,0,10,86,60,15,54,3,38,70,92,22,36,7,27,56,82,-1,.,-1,.,-1,.,.,.,.,.,.,.,18,43,12,34,61,74,0,-1,0,-1,50,-1,-1,-1,-1,-1,-1,-1,11,53,6,39,69,83,20,58,7,42,70,87,14,30,8,26,61,74,-1,-1,-1,-1,-1,-1
'068901002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901101,31,40,19,30,69,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,38,49,18,34,80,87,-1,-1,-1,-1,-1,-1,30,40,14,30,73,90,33,54,12,31,85,88,31,55,17,39,75,89,.,.,.,.,.,.,31,40,19,30,69,80,42,44,24,37,76,85,18,33,11,25,57,67,11,33,11,17,56,67,60,29,20,14,100,86,41,49,20,35,79,86,0,-1,0,-1,100,-1,-1,-1,-1,-1,-1,-1
'068901102,43,67,29,44,100,100,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,38,51,17,33,81,87,-1,-1,-1,-1,-1,-1,41,42,18,27,91,85,45,50,19,33,84,90,42,45,19,24,84,86,.,.,.,.,.,.,43,67,29,44,100,100,27,52,14,32,77,84,30,54,20,38,80,85,-1,40,-1,40,-1,40,25,67,13,67,63,89,37,51,17,32,81,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'068901103,19,25,13,13,69,75,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,23,17,7,12,57,58,-1,.,-1,.,-1,.,22,15,7,11,53,51,25,27,11,18,61,61,22,13,6,10,57,53,.,.,.,.,.,.,19,25,13,13,69,75,22,9,3,7,53,57,29,16,8,8,67,52,33,20,0,10,44,40,-1,25,-1,13,-1,88,24,15,8,12,56,52,20,20,0,12,60,72,-1,-1,-1,-1,-1,-1
'068901104,0,0,0,0,20,60,.,-1,.,-1,.,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,11,16,8,9,43,48,0,20,0,10,0,40,6,13,4,8,30,44,10,18,6,13,46,46,8,11,5,7,47,46,.,.,.,.,.,.,0,0,0,0,20,60,12,15,9,6,40,50,0,3,0,3,18,24,0,21,0,14,18,29,22,38,17,23,43,62,10,17,6,10,40,44,14,12,14,6,52,65,0,-1,0,-1,60,-1
'068901105,27,44,14,10,72,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,41,15,12,74,75,.,.,.,.,.,.,33,43,9,12,75,79,33,48,16,9,76,80,34,39,15,13,74,75,.,.,.,.,.,.,27,43,14,11,72,79,34,32,15,16,72,70,25,40,13,10,70,76,-1,33,-1,0,-1,50,.,-1,.,-1,.,-1,33,40,14,13,73,75,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1
'068901106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901107,24,31,6,15,71,46,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,20,16,4,6,59,55,0,0,0,0,40,44,14,17,3,5,51,53,27,17,5,6,66,51,22,15,4,5,61,52,.,.,.,.,.,.,24,31,6,15,71,46,11,16,3,6,50,58,14,17,3,10,52,38,21,22,0,0,36,56,-1,33,-1,11,-1,78,21,16,4,5,58,60,9,17,0,9,64,43,-1,.,-1,.,-1,.
'068901110,47,44,20,31,73,69,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,23,27,6,12,54,53,-1,0,-1,0,-1,20,19,25,8,6,47,48,20,39,4,20,49,56,19,29,6,13,52,58,-1,.,-1,.,-1,.,47,44,20,31,73,69,26,12,9,3,60,50,35,24,13,15,70,42,20,0,0,0,60,17,43,29,7,12,71,47,23,28,8,12,48,54,20,22,0,11,70,50,-1,-1,-1,-1,-1,-1
'068901111,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,37,39,20,19,66,75,-1,-1,-1,-1,-1,-1,21,29,7,10,57,71,41,44,21,24,79,80,33,36,17,13,69,77,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,34,36,20,16,56,73,0,13,0,0,24,54,0,-1,0,-1,31,-1,47,45,35,35,59,75,31,47,17,24,63,76,56,20,31,5,75,75,.,-1,.,-1,.,-1
'068901112,25,75,8,58,100,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,46,54,24,38,92,94,-1,33,-1,0,-1,83,35,63,20,37,95,95,52,55,32,29,90,94,44,54,23,41,91,95,.,.,.,.,.,.,27,75,9,58,100,100,39,53,14,53,93,94,31,75,8,58,100,100,-1,.,-1,.,-1,.,50,-1,29,-1,93,-1,47,52,26,34,91,93,33,-1,0,-1,100,-1,.,-1,.,-1,.,-1
'068901113,36,50,12,22,84,61,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,21,33,9,14,73,55,0,-1,0,-1,40,-1,19,32,5,11,67,55,25,37,10,17,75,67,22,32,9,13,76,55,-1,.,-1,.,-1,.,36,50,12,22,84,61,16,31,9,11,70,44,26,33,12,13,69,52,11,22,0,0,44,33,33,40,22,20,78,60,19,31,10,13,77,55,27,45,9,18,59,55,-1,-1,-1,-1,-1,-1
'068901114,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,40,35,22,14,83,67,-1,-1,-1,-1,-1,-1,32,40,10,15,77,62,42,48,23,21,79,76,40,31,24,13,82,69,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,35,26,21,9,88,62,8,44,0,22,83,56,20,17,0,17,40,33,44,37,22,10,88,63,43,36,25,16,87,69,26,32,11,9,68,64,-1,-1,-1,-1,-1,-1
'068901115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901116,26,43,11,0,74,86,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,31,30,11,8,75,74,14,-1,0,-1,29,-1,32,30,9,5,74,72,34,28,13,4,81,74,31,29,12,8,78,72,.,-1,.,-1,.,-1,26,43,11,0,74,86,26,35,6,15,65,73,16,21,6,0,61,62,-1,-1,-1,-1,-1,-1,45,33,9,11,82,78,30,29,10,8,74,74,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1
'068901117,31,.,15,.,62,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,28,.,10,.,72,.,-1,.,-1,.,-1,.,25,.,7,.,70,.,33,.,12,.,80,.,28,.,9,.,71,.,.,.,.,.,.,.,31,.,15,.,62,.,24,.,8,.,65,.,15,.,6,.,45,.,15,.,0,.,38,.,57,.,29,.,100,.,28,.,9,.,71,.,27,.,18,.,82,.,-1,.,-1,.,-1,.
'068901118,78,93,44,80,100,100,-1,.,-1,.,-1,.,86,100,71,100,100,100,.,.,.,.,.,.,85,85,62,70,100,99,-1,-1,-1,-1,-1,-1,68,86,58,71,100,100,87,80,69,70,100,100,79,83,55,64,100,100,-1,.,-1,.,-1,.,78,93,44,86,100,100,81,91,50,70,100,98,78,93,44,86,100,100,-1,67,-1,50,-1,100,92,84,64,72,100,96,84,84,62,68,100,99,100,100,60,100,100,100,-1,.,-1,.,-1,.
'068901119,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,22,14,5,3,73,40,33,0,0,0,50,0,25,8,3,2,65,31,21,15,0,0,83,45,21,12,5,2,76,44,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,23,13,10,7,65,33,10,11,0,0,57,33,17,25,0,0,50,33,20,26,7,5,73,47,23,16,5,2,68,35,20,11,5,5,85,53,.,-1,.,-1,.,-1
'068901121,54,54,31,31,69,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,39,15,19,63,65,0,20,0,20,50,40,26,37,10,17,60,61,33,49,22,23,72,69,32,41,17,17,63,67,.,.,.,.,.,.,54,54,31,31,69,85,29,29,8,16,53,61,21,31,13,13,49,59,10,25,0,0,30,50,50,36,17,29,83,64,30,34,14,21,62,62,40,56,30,13,70,75,-1,-1,-1,-1,-1,-1
'068901122,33,17,13,3,80,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,14,16,8,75,46,.,0,.,0,.,33,28,15,13,8,73,46,44,13,11,9,70,44,37,14,15,7,75,46,.,-1,.,-1,.,-1,33,17,13,3,80,37,31,15,21,7,79,48,29,8,10,2,67,27,-1,0,-1,0,-1,24,-1,-1,-1,-1,-1,-1,35,12,17,8,73,45,-1,27,-1,7,-1,53,.,-1,.,-1,.,-1
'068901123,31,.,8,.,62,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,26,.,5,.,52,.,-1,.,-1,.,-1,.,24,.,7,.,48,.,32,.,3,.,56,.,21,.,6,.,49,.,.,.,.,.,.,.,31,.,8,.,62,.,21,.,6,.,49,.,16,.,2,.,32,.,9,.,0,.,9,.,83,.,0,.,100,.,24,.,5,.,49,.,43,.,0,.,86,.,.,.,.,.,.,.
