CAMPUS,CD003ARE1218R,CD003ARE1219R,CD003ARE1318R,CD003ARE1319R,CD003ARE1S18R,CD003ARE1S19R,CD203ARE1218R,CD203ARE1219R,CD203ARE1318R,CD203ARE1319R,CD203ARE1S18R,CD203ARE1S19R,CD303ARE1218R,CD303ARE1219R,CD303ARE1318R,CD303ARE1319R,CD303ARE1S18R,CD303ARE1S19R,CD403ARE1218R,CD403ARE1219R,CD403ARE1318R,CD403ARE1319R,CD403ARE1S18R,CD403ARE1S19R,CDA03ARE1218R,CDA03ARE1219R,CDA03ARE1318R,CDA03ARE1319R,CDA03ARE1S18R,CDA03ARE1S19R,CDB03ARE1218R,CDB03ARE1219R,CDB03ARE1318R,CDB03ARE1319R,CDB03ARE1S18R,CDB03ARE1S19R,CDE03ARE1218R,CDE03ARE1219R,CDE03ARE1318R,CDE03ARE1319R,CDE03ARE1S18R,CDE03ARE1S19R,CDF03ARE1218R,CDF03ARE1219R,CDF03ARE1318R,CDF03ARE1319R,CDF03ARE1S18R,CDF03ARE1S19R,CDH03ARE1218R,CDH03ARE1219R,CDH03ARE1318R,CDH03ARE1319R,CDH03ARE1S18R,CDH03ARE1S19R,CDI03ARE1218R,CDI03ARE1219R,CDI03ARE1318R,CDI03ARE1319R,CDI03ARE1S18R,CDI03ARE1S19R,CDL03ARE1218R,CDL03ARE1219R,CDL03ARE1318R,CDL03ARE1319R,CDL03ARE1S18R,CDL03ARE1S19R,CDM03ARE1218R,CDM03ARE1219R,CDM03ARE1318R,CDM03ARE1319R,CDM03ARE1S18R,CDM03ARE1S19R,CDR03ARE1218R,CDR03ARE1219R,CDR03ARE1318R,CDR03ARE1319R,CDR03ARE1S18R,CDR03ARE1S19R,CDS03ARE1218R,CDS03ARE1219R,CDS03ARE1318R,CDS03ARE1319R,CDS03ARE1S18R,CDS03ARE1S19R,CDW03ARE1218R,CDW03ARE1219R,CDW03ARE1318R,CDW03ARE1319R,CDW03ARE1S18R,CDW03ARE1S19R,CNC03ARE1218R,CNC03ARE1219R,CNC03ARE1318R,CNC03ARE1319R,CNC03ARE1S18R,CNC03ARE1S19R,CNM03ARE1218R,CNM03ARE1219R,CNM03ARE1318R,CNM03ARE1319R,CNM03ARE1S18R,CNM03ARE1S19R,CNS03ARE1218R,CNS03ARE1219R,CNS03ARE1318R,CNS03ARE1319R,CNS03ARE1S18R,CNS03ARE1S19R
'079907114,26,25,12,15,70,62,-1,-1,-1,-1,-1,-1,64,64,45,55,91,82,-1,-1,-1,-1,-1,-1,28,26,15,13,70,66,14,26,0,11,43,58,24,20,11,9,65,61,24,31,18,13,65,67,24,22,11,9,69,63,.,.,.,.,.,.,26,21,12,12,69,60,31,21,13,13,74,65,25,18,13,10,68,58,29,0,14,0,57,18,30,14,20,0,70,86,31,24,17,12,71,66,16,31,8,16,68,66,-1,-1,-1,-1,-1,-1
'079907115,-1,50,-1,17,-1,67,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,28,37,17,22,70,71,27,28,16,14,67,67,24,35,15,18,69,69,25,33,20,26,63,74,25,47,20,29,80,71,.,.,.,.,.,.,-1,50,-1,17,-1,67,31,41,14,19,79,69,6,22,3,13,44,50,0,8,0,0,20,31,-1,-1,-1,-1,-1,-1,30,37,22,17,80,66,21,39,5,33,42,83,-1,.,-1,.,-1,.
'079907116,22,22,9,7,59,50,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,24,22,10,9,56,55,28,23,14,9,59,68,21,22,7,8,54,52,17,30,9,13,60,52,20,21,7,8,50,53,-1,.,-1,.,-1,.,19,20,6,5,58,49,30,15,11,4,52,58,21,23,9,7,50,55,33,20,17,20,33,60,-1,20,-1,20,-1,20,24,24,11,9,61,60,24,17,8,8,44,42,-1,-1,-1,-1,-1,-1
'079907117,56,65,39,35,94,90,-1,100,-1,80,-1,100,65,79,57,53,96,89,-1,.,-1,.,-1,.,66,74,44,53,92,93,-1,40,-1,20,-1,100,57,53,29,27,93,87,75,73,46,63,96,93,75,58,38,42,88,92,.,.,.,.,.,.,46,30,31,10,92,80,58,75,42,43,88,93,56,66,35,39,93,89,38,20,13,20,63,60,71,82,43,65,90,94,65,80,48,55,90,93,67,61,38,50,95,94,.,.,.,.,.,.
'079907118,23,56,9,31,56,88,-1,-1,-1,-1,-1,-1,40,-1,20,-1,100,-1,.,.,.,.,.,.,23,45,12,31,56,76,20,50,13,30,27,80,24,31,12,24,58,69,30,74,12,53,63,89,21,41,10,26,55,74,.,.,.,.,.,.,22,53,8,27,56,87,18,22,12,13,51,65,21,36,9,20,55,68,13,0,0,0,13,40,30,-1,20,-1,80,-1,21,45,10,28,55,83,33,46,19,38,62,62,-1,-1,-1,-1,-1,-1
'079907119,62,43,44,24,88,90,40,80,20,20,80,80,80,40,60,20,92,85,.,.,.,.,.,.,57,52,37,36,89,88,33,60,17,60,100,80,38,49,22,29,82,87,60,49,42,41,93,92,42,52,26,31,81,97,.,.,.,.,.,.,38,31,19,13,81,88,53,55,33,33,85,84,27,25,16,7,78,75,13,17,13,0,63,67,64,55,42,52,94,83,58,51,37,38,88,87,50,60,38,20,94,90,.,-1,.,-1,.,-1
'079907120,69,59,58,38,88,90,-1,-1,-1,-1,-1,-1,81,84,65,57,89,96,.,.,.,.,.,.,66,66,50,46,89,88,47,45,33,18,87,91,45,48,28,24,76,84,71,70,60,53,92,91,55,44,32,31,86,69,.,-1,.,-1,.,-1,53,38,33,19,80,81,62,62,40,40,87,85,35,33,20,17,73,83,18,50,9,29,36,57,67,42,52,32,93,79,68,67,49,44,89,89,61,63,54,52,89,85,-1,.,-1,.,-1,.
'079907121,59,38,23,25,86,75,80,-1,60,-1,80,-1,67,59,41,53,93,88,-1,.,-1,.,-1,.,54,53,33,31,87,86,39,52,24,31,76,88,46,45,28,20,85,83,64,61,40,30,93,91,53,62,21,15,95,77,-1,.,-1,.,-1,.,50,27,13,9,81,64,45,45,26,32,81,82,32,26,7,9,71,68,14,0,14,0,43,60,67,57,50,14,100,86,62,50,38,29,90,85,29,65,14,35,76,90,.,.,.,.,.,.
'079907122,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,17,30,7,17,61,55,16,29,6,16,60,53,16,29,7,16,64,56,26,32,15,18,63,55,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,7,29,0,16,59,55,3,17,3,10,47,41,-1,14,-1,14,-1,29,-1,.,-1,.,-1,.,17,23,7,11,63,43,15,44,8,28,54,78,.,-1,.,-1,.,-1
'079907123,67,86,41,62,89,95,-1,100,-1,80,-1,100,68,92,27,76,95,100,.,-1,.,-1,.,-1,57,74,30,55,86,92,20,38,0,13,60,63,44,61,16,44,72,83,61,78,28,54,92,93,57,67,22,58,91,92,.,.,.,.,.,.,53,82,26,59,84,94,55,69,31,56,82,91,44,71,15,49,80,90,50,54,0,46,50,69,62,67,48,41,86,93,62,74,32,57,89,93,45,75,23,50,77,90,-1,-1,-1,-1,-1,-1
'079907124,63,41,44,15,75,85,-1,-1,-1,-1,-1,-1,40,40,40,40,60,80,.,.,.,.,.,.,48,36,26,20,71,75,48,29,26,18,74,68,47,37,26,22,70,76,69,45,41,26,79,79,50,44,20,16,70,80,-1,.,-1,.,-1,.,58,35,33,10,67,80,28,23,10,12,62,69,46,33,24,13,68,73,14,14,0,0,57,14,71,-1,43,-1,71,-1,45,39,30,20,65,76,56,27,17,20,83,73,.,.,.,.,.,.
'079907125,80,-1,40,-1,100,-1,-1,83,-1,50,-1,100,80,-1,60,-1,100,-1,.,.,.,.,.,.,59,69,36,47,91,89,33,71,8,43,92,86,42,55,23,36,81,82,67,70,43,50,93,93,85,59,54,29,92,88,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,52,69,29,44,88,85,41,41,17,24,83,79,41,32,12,16,88,58,55,69,34,52,89,89,66,72,42,48,95,88,40,60,16,44,80,92,.,-1,.,-1,.,-1
'079907126,42,51,24,37,82,89,71,50,43,33,100,100,65,72,40,59,92,96,.,-1,.,-1,.,-1,51,61,28,47,84,90,38,59,14,38,69,90,45,51,32,31,68,86,53,65,34,49,88,86,32,59,18,41,86,88,.,.,.,.,.,.,22,29,11,10,72,81,50,58,24,45,81,93,18,24,8,10,62,72,30,55,20,9,70,91,52,42,28,42,80,74,52,66,28,54,86,91,45,44,27,22,73,85,.,-1,.,-1,.,-1
'079907127,51,45,41,29,85,74,-1,-1,-1,-1,-1,-1,55,51,39,35,87,84,.,-1,.,-1,.,-1,50,47,37,28,83,79,83,45,83,18,83,73,44,40,31,23,83,74,53,46,39,26,89,87,36,38,21,25,79,67,.,.,.,.,.,.,33,31,23,19,80,66,47,47,34,30,76,74,40,41,29,23,79,75,25,13,0,13,63,38,35,47,24,20,76,87,48,51,38,33,82,83,60,33,30,13,90,67,-1,-1,-1,-1,-1,-1
'079907128,53,73,34,52,85,95,83,91,50,64,83,91,71,71,49,56,89,99,.,.,.,.,.,.,67,70,45,50,89,96,75,50,38,30,88,80,55,44,30,22,70,94,73,77,48,62,89,97,38,44,25,33,50,100,-1,.,-1,.,-1,.,26,57,15,35,74,96,62,63,41,38,88,95,49,61,25,39,82,95,36,60,9,10,45,100,63,74,44,41,100,94,67,68,43,50,91,96,68,74,50,49,82,95,-1,-1,-1,-1,-1,-1
'079907129,31,41,12,21,76,74,.,-1,.,-1,.,-1,50,-1,33,-1,100,-1,.,.,.,.,.,.,31,41,11,23,73,71,32,47,6,37,74,79,31,40,9,22,73,70,40,44,12,24,79,83,27,30,8,16,73,64,-1,56,-1,25,-1,81,31,40,12,20,76,73,24,38,10,21,69,62,26,38,7,20,72,71,13,7,0,0,50,27,-1,-1,-1,-1,-1,-1,29,41,7,23,74,68,36,42,20,21,72,79,-1,-1,-1,-1,-1,-1
'079907130,63,63,44,43,93,86,70,69,70,46,90,85,76,76,56,52,98,93,.,.,.,.,.,.,76,71,58,50,94,89,60,45,40,45,80,73,44,36,22,23,78,64,80,75,57,56,97,94,77,55,62,27,92,91,-1,.,-1,.,-1,.,46,41,15,18,85,77,71,67,58,44,91,84,42,34,21,14,75,71,33,45,17,30,50,65,81,74,56,57,94,89,76,70,57,48,93,87,80,73,60,62,100,100,-1,.,-1,.,-1,.
'079907131,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,28,42,9,22,62,72,24,38,8,22,59,69,25,40,10,20,62,72,39,43,15,23,82,86,50,63,25,25,88,88,.,.,.,.,.,.,.,-1,.,-1,.,-1,19,41,5,22,47,61,6,22,0,3,44,47,10,64,0,18,20,73,-1,-1,-1,-1,-1,-1,30,45,11,26,63,79,23,35,5,13,59,57,.,.,.,.,.,.
'079907132,56,61,32,39,80,83,60,-1,60,-1,100,-1,50,74,35,61,85,87,.,.,.,.,.,.,51,55,36,40,81,87,38,21,10,10,79,79,27,36,13,27,73,76,45,53,30,37,79,90,36,58,36,25,55,92,.,.,.,.,.,.,44,50,19,30,69,70,57,57,41,43,82,83,41,44,18,33,71,72,11,38,11,13,33,88,79,69,68,58,84,92,55,56,42,38,86,89,36,50,14,45,64,82,-1,-1,-1,-1,-1,-1
'079907133,31,34,13,21,61,66,-1,-1,-1,-1,-1,-1,67,55,33,36,86,82,.,.,.,.,.,.,35,34,18,20,67,62,47,41,29,22,76,63,25,30,19,15,61,59,40,35,20,23,68,69,23,27,9,15,58,58,.,.,.,.,.,.,29,32,14,20,59,64,30,33,15,17,66,56,27,28,11,15,56,58,29,11,14,0,43,32,-1,-1,-1,-1,-1,-1,36,33,19,21,68,63,32,38,14,15,64,58,.,-1,.,-1,.,-1
'079907134,60,57,20,14,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,35,46,8,17,81,77,28,37,10,17,79,77,34,38,9,19,78,70,39,38,11,21,75,71,44,56,0,13,78,75,.,.,.,.,.,.,-1,50,-1,0,-1,100,29,54,4,14,88,82,17,24,8,7,58,62,33,55,0,9,67,64,.,-1,.,-1,.,-1,38,47,8,12,80,76,25,44,8,28,83,78,-1,-1,-1,-1,-1,-1
'079907135,72,81,53,63,95,92,-1,91,-1,64,-1,100,83,90,64,79,99,98,.,.,.,.,.,.,81,86,62,74,98,96,75,100,50,100,88,100,44,83,11,50,89,100,85,93,67,82,99,99,80,83,73,67,93,83,.,.,.,.,.,.,42,63,11,38,89,83,78,80,58,67,98,94,44,53,17,31,92,81,-1,45,-1,27,-1,55,76,68,52,57,100,89,82,89,66,75,99,97,77,76,52,71,96,93,-1,.,-1,.,-1,.
'079907136,61,63,39,58,93,88,50,33,13,33,88,83,68,81,41,62,95,95,.,-1,.,-1,.,-1,60,72,31,52,94,92,45,30,18,30,82,80,52,63,26,50,93,89,66,69,37,49,92,94,50,74,17,58,94,89,.,-1,.,-1,.,-1,32,44,16,38,95,81,54,75,26,55,96,91,34,57,12,52,86,86,30,-1,10,-1,100,-1,58,81,32,44,97,96,61,68,33,52,94,91,56,84,26,52,94,96,.,-1,.,-1,.,-1
'079907137,67,64,40,64,87,91,100,75,63,63,100,88,83,94,62,80,97,97,.,-1,.,-1,.,-1,77,80,57,63,96,96,78,77,52,61,96,100,45,50,27,19,86,75,82,78,60,67,98,95,48,57,35,43,84,86,.,.,.,.,.,.,40,63,20,63,60,88,73,83,55,59,95,97,36,61,14,35,73,78,55,64,9,36,82,77,83,84,64,62,100,99,78,81,56,66,96,97,71,74,60,44,97,89,-1,-1,-1,-1,-1,-1
'079907138,40,61,24,39,93,82,-1,-1,-1,-1,-1,-1,53,72,37,48,95,90,-1,-1,-1,-1,-1,-1,48,60,33,39,88,84,36,50,12,30,72,80,39,51,13,33,86,81,55,63,36,39,94,87,50,48,29,24,92,83,-1,-1,-1,-1,-1,-1,21,55,9,33,91,78,42,57,29,38,83,81,31,52,15,26,81,81,14,29,14,14,43,57,49,58,43,42,86,75,53,59,36,35,92,82,37,62,24,46,79,89,-1,.,-1,.,-1,.
'079907139,16,30,16,18,60,61,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,38,24,25,15,77,56,43,16,30,11,87,45,34,24,22,15,72,54,37,32,20,17,82,62,33,30,21,18,70,62,-1,-1,-1,-1,-1,-1,13,30,13,18,58,61,40,19,31,13,71,51,27,27,21,16,70,58,33,11,17,6,83,28,.,.,.,.,.,.,35,25,25,15,75,58,46,23,25,14,83,45,-1,-1,-1,-1,-1,-1
'079907140,57,51,29,33,83,87,-1,-1,-1,-1,-1,-1,62,66,37,42,85,93,.,-1,.,-1,.,-1,56,59,32,38,86,88,43,42,24,21,81,79,41,41,24,30,72,78,60,51,35,35,89,84,58,56,17,33,100,78,-1,-1,-1,-1,-1,-1,40,32,12,16,74,82,54,64,29,40,84,90,41,40,15,19,76,79,14,44,0,19,29,75,-1,65,-1,53,-1,94,58,63,34,43,88,87,53,49,25,28,81,90,-1,-1,-1,-1,-1,-1
'079907141,44,45,25,34,75,83,-1,-1,-1,-1,-1,-1,40,54,40,50,87,92,.,.,.,.,.,.,33,42,19,33,66,80,28,32,13,24,59,70,29,39,17,32,62,80,42,51,22,36,70,87,28,44,10,32,62,84,.,.,.,.,.,.,38,38,17,31,72,81,24,35,15,31,61,74,22,25,9,19,54,70,0,33,0,17,14,100,67,-1,33,-1,78,-1,39,45,22,37,73,78,21,29,10,18,48,88,-1,.,-1,.,-1,.
'079907142,60,-1,60,-1,80,-1,100,70,82,50,100,100,71,85,29,69,93,100,-1,.,-1,.,-1,.,72,75,49,52,97,97,66,70,50,41,94,96,50,-1,50,-1,88,-1,79,75,60,60,99,97,74,75,63,60,100,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,76,40,44,95,96,29,74,14,32,79,100,50,69,25,46,92,85,72,76,46,50,97,96,74,76,49,53,97,96,60,75,48,45,96,100,-1,-1,-1,-1,-1,-1
'079907143,31,18,16,6,76,63,-1,-1,-1,-1,-1,-1,47,33,29,22,88,78,.,.,.,.,.,.,29,26,15,13,76,66,30,27,19,21,70,61,25,22,13,14,76,65,32,34,18,22,80,64,20,21,6,8,71,67,.,-1,.,-1,.,-1,28,15,13,3,73,62,25,19,11,6,70,69,21,18,10,4,73,63,33,22,8,0,67,44,-1,60,-1,20,-1,80,28,29,18,15,76,70,33,17,0,8,73,54,-1,-1,-1,-1,-1,-1
'079907144,16,29,6,10,52,66,-1,-1,-1,-1,-1,-1,40,-1,40,-1,100,-1,.,-1,.,-1,.,-1,21,28,11,14,62,58,11,18,5,14,63,41,20,27,11,12,60,56,29,36,13,20,73,68,20,32,9,15,56,66,-1,.,-1,.,-1,.,16,26,6,8,52,64,13,17,8,6,50,44,12,19,4,8,53,50,-1,9,-1,0,-1,18,40,-1,0,-1,80,-1,23,31,13,16,64,59,11,18,0,9,50,55,-1,.,-1,.,-1,.
'079907145,66,52,45,39,93,83,-1,-1,-1,-1,-1,-1,71,64,50,45,93,86,-1,-1,-1,-1,-1,-1,64,61,44,49,90,86,54,52,33,42,83,85,58,63,42,47,91,80,76,66,52,53,94,89,61,52,48,41,87,76,.,.,.,.,.,.,44,31,25,13,88,75,53,56,36,44,85,83,37,36,19,19,77,74,30,31,20,19,70,62,66,76,45,60,93,91,66,62,45,48,89,85,58,57,42,52,92,91,-1,60,-1,60,-1,80
'079907146,26,43,0,29,52,57,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,34,39,9,19,64,76,39,33,14,19,71,74,31,28,7,13,62,68,34,33,7,23,68,83,28,52,5,19,58,81,.,.,.,.,.,.,26,43,0,29,52,57,33,43,11,16,61,70,32,41,6,20,63,76,47,33,6,25,59,58,-1,-1,-1,-1,-1,-1,32,41,8,22,65,80,36,35,11,15,64,69,-1,-1,-1,-1,-1,-1
'079907147,64,87,50,71,90,96,80,92,40,50,100,92,83,85,64,74,96,97,.,.,.,.,.,.,82,86,62,72,95,97,-1,57,-1,43,-1,86,38,70,25,60,88,80,82,85,57,75,96,98,71,100,57,80,100,100,-1,.,-1,.,-1,.,39,80,19,59,81,93,82,87,68,70,94,96,41,81,22,60,78,93,30,23,30,15,50,77,82,93,64,80,89,100,84,87,63,73,97,96,68,81,55,71,82,100,-1,-1,-1,-1,-1,-1
'079907148,55,68,36,52,82,94,71,43,29,43,100,71,72,79,47,58,91,97,.,.,.,.,.,.,63,64,43,44,89,89,54,37,46,23,82,74,38,48,24,35,72,74,67,65,45,44,92,93,47,69,35,44,88,100,.,.,.,.,.,.,13,58,0,37,63,89,60,64,40,43,87,86,47,57,29,34,82,85,0,25,0,13,33,69,65,75,39,44,91,94,63,66,42,44,92,91,65,56,43,44,78,81,-1,.,-1,.,-1,.
'079907149,51,55,31,36,85,85,-1,-1,-1,-1,-1,-1,64,67,57,53,93,93,.,.,.,.,.,.,51,44,30,25,86,82,46,44,32,24,82,82,58,55,37,27,86,85,58,56,40,24,85,88,54,39,26,11,82,83,.,-1,.,-1,.,-1,41,38,19,14,81,76,42,36,20,27,87,78,33,27,16,12,78,73,33,20,22,13,67,33,25,38,0,25,100,63,49,47,26,24,86,86,57,39,43,29,86,75,.,.,.,.,.,.
'079907150,47,36,21,14,79,69,-1,-1,-1,-1,-1,-1,-1,100,-1,60,-1,100,.,.,.,.,.,.,43,39,20,19,79,72,29,33,14,14,76,72,41,33,19,15,77,70,44,40,21,19,82,73,44,37,19,18,78,70,-1,.,-1,.,-1,.,46,36,20,14,79,69,42,38,19,20,76,71,44,34,19,14,78,67,38,23,13,0,50,46,60,50,40,38,100,88,47,39,23,20,80,71,28,38,9,18,75,74,-1,60,-1,40,-1,80
'079907151,65,77,42,55,96,97,63,-1,50,-1,88,-1,79,83,58,67,96,99,.,-1,.,-1,.,-1,72,82,50,61,93,97,73,74,50,47,88,95,55,48,20,33,95,95,79,83,53,68,100,99,38,88,15,38,92,88,.,.,.,.,.,.,52,70,26,43,94,95,64,82,47,54,86,96,43,70,21,43,81,95,43,67,29,17,71,67,64,90,36,62,82,100,70,83,49,63,92,97,79,67,55,33,97,100,-1,.,-1,.,-1,.
'079907152,71,72,41,51,96,96,86,67,71,17,100,100,80,82,59,65,98,95,.,-1,.,-1,.,-1,75,81,56,62,97,96,67,71,40,50,93,93,69,64,51,18,91,91,74,87,57,68,96,97,30,90,10,60,90,90,.,-1,.,-1,.,-1,48,63,13,35,91,95,76,78,55,57,98,95,63,69,39,44,93,91,70,50,40,25,80,58,71,85,61,55,94,100,74,81,57,62,97,96,77,85,53,62,98,92,-1,-1,-1,-1,-1,-1
'079907153,60,13,40,13,80,75,88,60,75,40,88,100,88,60,63,50,100,90,.,.,.,.,.,.,64,70,50,50,88,92,36,61,21,43,71,96,0,37,0,21,50,74,58,79,46,57,96,96,33,60,22,40,89,93,.,.,.,.,.,.,-1,0,-1,0,-1,71,68,61,53,43,83,88,25,33,21,11,75,72,38,36,25,7,50,57,76,84,64,61,92,87,72,69,54,51,89,94,44,71,39,48,83,87,-1,-1,-1,-1,-1,-1
'079907154,50,63,25,33,94,100,80,71,60,43,100,86,61,62,39,45,100,97,.,-1,.,-1,.,-1,56,60,36,36,93,88,54,53,35,25,92,81,55,51,27,22,91,84,62,62,40,40,96,91,36,55,23,25,91,90,.,-1,.,-1,.,-1,33,56,8,25,92,100,49,58,32,33,88,86,40,36,17,15,83,76,-1,25,-1,0,-1,50,70,65,43,46,87,85,57,60,34,38,91,86,56,58,41,29,96,96,-1,.,-1,.,-1,.
'079907155,48,34,17,20,76,74,-1,-1,-1,-1,-1,-1,58,48,42,34,79,76,.,-1,.,-1,.,-1,47,41,26,25,79,77,52,41,28,26,87,72,39,33,18,28,76,70,47,51,28,30,84,81,43,44,24,13,67,100,-1,-1,-1,-1,-1,-1,41,16,18,12,68,64,48,33,24,21,71,74,29,22,8,10,60,66,-1,20,-1,0,-1,50,25,0,0,0,67,60,52,44,29,25,77,81,38,36,22,25,84,69,-1,-1,-1,-1,-1,-1
'079907157,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079910001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079910041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079910101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079910102,21,41,7,28,55,70,73,60,45,20,91,100,44,70,17,40,78,100,-1,.,-1,.,-1,.,28,38,16,23,65,72,25,40,14,22,66,74,29,34,16,21,66,68,32,42,20,27,67,72,23,31,13,22,59,65,-1,.,-1,.,-1,.,21,41,7,28,55,70,24,33,12,18,63,71,15,28,7,17,53,60,9,19,0,13,36,44,44,-1,33,-1,78,-1,30,40,18,25,67,74,24,32,11,18,61,66,-1,-1,-1,-1,-1,-1
'079910103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'080901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'080901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'080901103,31,28,15,8,77,68,-1,20,-1,20,-1,20,.,.,.,.,.,.,.,.,.,.,.,.,31,23,17,15,78,65,20,-1,20,-1,40,-1,30,18,15,9,77,59,29,23,19,17,81,73,26,24,9,10,78,66,-1,-1,-1,-1,-1,-1,25,28,8,8,75,68,33,23,15,13,74,57,19,28,10,10,62,62,40,0,0,0,70,11,33,25,21,19,79,68,27,24,14,15,80,62,50,20,27,13,68,80,20,0,20,0,20,80
'081902002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
