CAMPUS,CD203ARE1217R,CD203ARE1218R,CD203ARE1317R,CD203ARE1318R,CD203ARE1S17R,CD203ARE1S18R,CD303ARE1217R,CD303ARE1218R,CD303ARE1317R,CD303ARE1318R,CD303ARE1S17R,CD303ARE1S18R,CD403ARE1217R,CD403ARE1218R,CD403ARE1317R,CD403ARE1318R,CD403ARE1S17R,CD403ARE1S18R,CDA03ARE1217R,CDA03ARE1218R,CDA03ARE1317R,CDA03ARE1318R,CDA03ARE1S17R,CDA03ARE1S18R,CDB03ARE1217R,CDB03ARE1218R,CDB03ARE1317R,CDB03ARE1318R,CDB03ARE1S17R,CDB03ARE1S18R,CDE03ARE1217R,CDE03ARE1218R,CDE03ARE1317R,CDE03ARE1318R,CDE03ARE1S17R,CDE03ARE1S18R,CDF03ARE1217R,CDF03ARE1218R,CDF03ARE1317R,CDF03ARE1318R,CDF03ARE1S17R,CDF03ARE1S18R,CDH03ARE1217R,CDH03ARE1218R,CDH03ARE1317R,CDH03ARE1318R,CDH03ARE1S17R,CDH03ARE1S18R,CDI03ARE1217R,CDI03ARE1218R,CDI03ARE1317R,CDI03ARE1318R,CDI03ARE1S17R,CDI03ARE1S18R,CDL03ARE1217R,CDL03ARE1218R,CDL03ARE1317R,CDL03ARE1318R,CDL03ARE1S17R,CDL03ARE1S18R,CDM03ARE1217R,CDM03ARE1218R,CDM03ARE1317R,CDM03ARE1318R,CDM03ARE1S17R,CDM03ARE1S18R,CDR03ARE1217R,CDR03ARE1218R,CDR03ARE1317R,CDR03ARE1318R,CDR03ARE1S17R,CDR03ARE1S18R,CDS03ARE1217R,CDS03ARE1218R,CDS03ARE1317R,CDS03ARE1318R,CDS03ARE1S17R,CDS03ARE1S18R,CDW03ARE1217R,CDW03ARE1218R,CDW03ARE1317R,CDW03ARE1318R,CDW03ARE1S17R,CDW03ARE1S18R
'092903044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092903111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092903117,-1,86,-1,86,-1,100,100,-1,100,-1,100,-1,-1,.,-1,.,-1,.,91,90,80,79,100,100,80,92,57,69,100,100,84,82,60,65,100,100,91,91,80,79,100,100,86,80,66,72,100,100,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,90,90,79,79,100,100,85,64,62,64,100,100,-1,-1,-1,-1,-1,-1,97,95,93,83,100,100
'092903122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,47,34,28,8,75,61,29,-1,25,-1,67,-1,44,-1,26,-1,73,-1,61,37,39,12,80,71,52,34,35,9,77,62,.,.,.,.,.,.,48,36,30,14,74,64,35,-1,19,-1,70,-1,37,33,23,13,65,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'092903123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,43,41,31,19,69,76,28,-1,19,-1,56,-1,39,36,26,14,63,74,51,44,36,28,76,69,55,56,45,28,80,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,39,28,14,64,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,50,33,28,72,78
'092903124,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,24,-1,15,-1,66,-1,-1,-1,-1,-1,-1,-1,23,-1,14,-1,66,-1,30,-1,20,-1,76,-1,29,-1,19,-1,67,-1,.,.,.,.,.,.,35,-1,23,-1,67,-1,-1,-1,-1,-1,-1,-1,24,-1,16,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'092903125,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,33,47,18,21,64,80,39,-1,18,-1,75,-1,34,40,18,17,66,77,39,41,27,17,66,72,27,66,20,34,57,88,.,.,.,.,.,.,25,78,16,41,57,96,-1,53,-1,24,-1,88,28,56,18,28,57,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'092903126,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,39,39,22,20,79,79,38,28,18,14,79,78,37,40,21,19,79,76,39,-1,22,-1,83,-1,36,50,21,23,75,77,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,39,39,22,24,75,73,32,37,21,11,79,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'092903127,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,15,.,69,.,-1,.,-1,.,-1,.,27,.,15,.,67,.,32,.,13,.,76,.,29,.,19,.,74,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,22,.,17,.,61,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1
'092903200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092904003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092904043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092904103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092904104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,32,30,23,16,56,57,24,-1,24,-1,44,-1,25,24,17,11,52,52,36,29,24,18,61,56,24,29,10,14,53,59,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,30,31,22,14,53,58,20,-1,13,-1,42,-1,-1,-1,-1,-1,-1,-1,46,47,36,28,68,66
'092904105,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,44,42,29,21,67,72,-1,-1,-1,-1,-1,-1,36,35,23,16,61,65,49,46,35,27,68,78,52,50,35,28,77,69,-1,.,-1,.,-1,.,44,57,19,33,63,70,39,38,23,16,66,67,26,38,16,19,45,53,-1,-1,-1,-1,-1,-1,50,41,37,20,73,80
'092906002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092906041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092906102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,48,34,26,19,82,75,-1,-1,-1,-1,-1,-1,41,18,16,9,82,69,47,30,29,23,82,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,39,24,14,82,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,45,28,22,82,78
'092907001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092907042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092907101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,52,53,37,33,82,91,31,-1,27,-1,69,-1,37,33,24,18,73,88,55,60,36,39,78,94,41,-1,22,-1,73,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,48,45,37,26,88,89,23,-1,14,-1,64,-1,-1,-1,-1,-1,-1,-1,62,58,46,38,89,92
'092907103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092908001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092908041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092908102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'092908103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,40,46,23,23,69,86,-1,-1,-1,-1,-1,-1,32,-1,15,-1,64,-1,47,39,31,17,80,86,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,33,53,16,29,59,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,51,24,25,65,85
'093901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'093901101,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,43,51,30,29,74,86,-1,-1,-1,-1,-1,-1,39,-1,28,-1,61,-1,60,50,55,29,95,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,52,-1,30,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,55,35,35,81,88
'093903001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'093903101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,46,20,30,48,73,-1,.,-1,.,-1,.,29,-1,25,-1,46,-1,-1,43,-1,29,-1,76,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,26,50,19,31,45,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,45,26,33,60,70
'093904002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'093904005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'093904042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'093904104,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,35,25,18,16,67,59,-1,-1,-1,-1,-1,-1,27,23,13,13,60,56,35,31,23,16,65,67,33,27,18,19,65,60,-1,-1,-1,-1,-1,-1,28,-1,20,-1,68,-1,35,21,12,16,69,53,24,-1,12,-1,55,-1,-1,-1,-1,-1,-1,-1,48,-1,24,-1,80,-1
'093904106,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,31,23,19,69,69,-1,-1,-1,-1,-1,-1,34,24,17,14,64,64,46,32,24,19,78,77,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,38,30,23,19,60,62,31,-1,10,-1,59,-1,-1,-1,-1,-1,-1,-1,55,43,34,30,75,73
'093904107,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,36,33,26,14,60,71,-1,-1,-1,-1,-1,-1,37,33,27,14,59,71,46,-1,35,-1,58,-1,42,34,30,16,67,71,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,28,-1,19,-1,63,-1,27,-1,16,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'093905001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'093905101,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,90,-1,50,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,-1,88,-1,63,-1,100
'094901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094901002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094901042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094901103,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,26,12,13,72,79,-1,-1,-1,-1,-1,-1,29,23,10,10,71,77,-1,38,-1,22,-1,88,30,27,11,11,72,80,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'094901104,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,32,17,17,63,63,-1,-1,-1,-1,-1,-1,26,30,16,16,58,60,34,36,20,27,57,67,24,30,12,14,60,63,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,31,-1,13,-1,69,-1,15,-1,10,-1,48,-1,-1,-1,-1,-1,-1,-1,100,-1,63,-1,100,-1
'094901105,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,60,58,27,35,81,82,-1,-1,-1,-1,-1,-1,57,47,24,26,76,79,63,68,30,39,86,92,62,49,30,27,72,75,.,.,.,.,.,.,-1,.,-1,.,-1,.,57,48,23,30,74,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,76,24,48,96,96
'094901106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,41,22,27,88,80,-1,-1,-1,-1,-1,-1,40,38,14,26,88,77,48,55,26,40,91,90,38,36,15,21,88,79,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,46,-1,20,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,50,40,50,87,80
'094901108,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,23,36,13,22,51,75,-1,-1,-1,-1,-1,-1,22,35,12,18,48,75,26,42,17,27,54,82,23,32,14,18,52,73,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,29,-1,16,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'094901109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,50,44,35,24,77,86,-1,-1,-1,-1,-1,-1,40,38,23,22,72,84,56,46,42,32,81,93,49,40,36,23,76,85,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,46,42,29,17,75,81,-1,32,-1,13,-1,81,-1,-1,-1,-1,-1,-1,48,52,33,28,81,88
'094901110,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,30,25,21,17,63,63,-1,-1,-1,-1,-1,-1,19,20,13,12,54,61,38,24,26,15,71,65,25,-1,15,-1,60,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,21,27,15,20,55,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,67,29,50,63,67
'094901111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094901112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,51,53,32,33,78,88,54,-1,33,-1,83,-1,39,44,19,26,72,77,54,59,32,33,81,89,40,57,26,29,74,91,.,.,.,.,.,.,-1,.,-1,.,-1,.,47,49,33,33,75,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,56,38,37,84,89
'094902102,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,44,43,32,23,81,80,-1,-1,-1,-1,-1,-1,34,31,27,16,73,72,49,45,33,27,82,79,40,36,25,15,77,75,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,38,42,31,19,79,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,57,50,37,85,87
'094902103,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,35,30,21,15,68,65,-1,-1,-1,-1,-1,-1,26,25,12,9,62,57,38,33,21,21,71,71,30,27,14,18,64,64,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,31,28,20,11,63,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,30,30,14,75,70
'094902108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'094902110,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,57,58,39,31,88,86,-1,-1,-1,-1,-1,-1,32,-1,23,-1,68,-1,65,61,52,33,94,86,44,60,33,17,81,83,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,49,55,27,29,82,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,58,47,36,89,90
'094902111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,56,58,44,32,81,85,-1,-1,-1,-1,-1,-1,57,43,52,25,78,79,59,63,42,25,78,88,53,45,35,25,78,78,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,54,54,45,38,85,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,70,53,40,87,89
'094902112,-1,70,-1,50,-1,100,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,48,43,26,30,78,79,-1,-1,-1,-1,-1,-1,36,26,22,18,69,62,57,43,28,28,86,85,40,33,23,23,73,81,.,.,.,.,.,.,-1,.,-1,.,-1,.,42,43,25,32,72,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,53,32,36,84,80
'094902113,62,58,38,42,77,75,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,58,43,40,26,82,82,-1,-1,-1,-1,-1,-1,61,33,39,21,81,70,64,48,46,30,80,89,60,36,40,16,88,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,39,32,23,86,76,24,-1,13,-1,55,-1,-1,-1,-1,-1,-1,-1,60,51,45,38,83,81
'094902114,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
